state,date,inpatient_beds_used_covid
NM,2021/03/12,152
MS,2021/02/22,612
IL,2020/08/22,1628
KY,2021/01/20,1727
CO,2020/11/19,1675
KS,2020/12/27,1021
ND,2020/11/14,498
NH,2021/03/04,118
NY,2021/01/15,10034
MT,2020/10/14,322
MT,2020/09/27,194
RI,2020/09/06,74
MO,2020/09/07,933
AL,2021/01/15,3200
CO,2020/11/27,1827
LA,2021/02/04,1166
MT,2020/08/19,76
MN,2020/12/12,1522
UT,2020/12/12,561
PA,2021/02/08,3444
WI,2020/11/30,2144
ND,2021/03/19,71
NC,2020/10/29,1521
OH,2021/02/22,1648
VT,2021/02/10,59
NV,2020/11/26,1513
NE,2021/02/11,220
NE,2021/02/10,249
NY,2021/01/13,10057
ID,2020/09/03,148
IL,2020/10/28,3162
AK,2020/10/08,51
NM,2020/10/13,165
GA,2021/03/08,2039
VT,2021/03/11,27
DE,2021/02/19,193
NJ,2021/03/20,2095
PA,2020/10/24,1645
AR,2021/02/08,770
WV,2020/12/21,793
ID,2020/12/03,460
TX,2021/01/23,13564
HI,2020/12/02,56
NC,2021/01/12,3949
WV,2020/09/20,233
NY,2020/09/07,1314
MA,2020/12/04,1392
MI,2020/11/20,3903
FL,2021/03/24,3313
RI,2021/02/09,295
MI,2020/11/27,4098
WI,2020/12/06,1772
SC,2020/12/10,1192
NC,2021/03/11,1063
MN,2020/11/25,1987
MO,2020/09/15,1025
KY,2020/09/27,560
RI,2021/03/29,164
UT,2021/01/14,634
VA,2020/09/24,1082
VT,2020/11/20,17
NH,2020/11/17,122
GA,2020/11/15,2127
VI,2020/10/17,4
IN,2020/09/14,812
AK,2021/03/06,39
OK,2020/09/23,598
KY,2020/10/02,636
WY,2020/11/23,229
RI,2020/12/05,437
ND,2020/10/21,325
PR,2021/02/13,229
OR,2020/08/19,209
CO,2020/12/30,1233
KY,2020/03/20,5
WA,2020/12/11,1122
KS,2020/08/27,333
RI,2020/10/17,118
SC,2020/09/22,786
WA,2020/12/01,1061
OH,2020/10/20,1791
MI,2021/03/14,979
MN,2020/10/12,618
AR,2021/01/20,1236
UT,2020/09/03,165
PR,2020/08/26,410
IA,2021/03/18,197
AZ,2020/09/02,846
NV,2020/12/24,1934
NY,2020/11/25,4044
NH,2020/08/26,38
WV,2020/12/30,940
WV,2020/11/18,478
HI,2020/11/11,78
KY,2021/03/16,456
SC,2020/12/27,1852
WI,2020/10/15,1436
AZ,2021/02/22,1492
IN,2020/10/08,1197
KY,2020/10/13,746
KS,2020/11/09,791
IA,2020/12/05,973
KY,2020/10/04,572
MN,2020/09/04,453
GA,2021/03/04,2304
ID,2020/08/23,182
VT,2020/11/26,16
RI,2020/10/06,102
NE,2020/03/16,0
OH,2021/02/20,1788
CA,2020/12/13,14737
LA,2020/09/06,740
NE,2021/02/20,194
WI,2020/12/25,1179
NH,2020/12/22,319
AL,2020/11/28,1807
MI,2021/03/27,1850
DE,2020/10/27,143
VA,2020/10/31,975
WY,2021/02/28,33
PR,2020/08/21,413
SC,2021/02/14,1188
NH,2020/09/16,23
GA,2020/11/06,1972
HI,2020/08/18,217
CA,2021/02/27,5623
IN,2020/12/26,2837
MS,2020/10/25,623
OR,2021/03/08,183
NM,2021/01/28,640
TN,2020/10/02,1112
FL,2020/10/09,2629
NH,2021/02/25,112
TX,2021/03/20,4052
ME,2021/03/22,87
HI,2020/11/20,80
AK,2020/09/11,35
HI,2021/02/14,50
LA,2021/02/12,851
MO,2020/09/02,952
RI,2021/02/22,211
GA,2021/01/18,6177
VA,2020/03/06,0
ME,2021/03/06,96
NM,2020/08/30,86
MA,2020/09/05,362
MS,2020/12/16,1307
WI,2021/02/18,474
CT,2020/10/05,246
UT,2020/09/09,173
AR,2021/01/11,1297
MN,2021/01/21,653
NY,2020/12/03,5159
SD,2020/12/26,277
FL,2020/11/05,3630
AL,2020/10/03,931
PR,2020/09/14,429
OH,2020/12/16,5719
AR,2020/12/04,1178
SC,2021/02/24,896
UT,2021/01/28,550
ND,2020/08/29,101
IN,2020/08/20,861
TX,2020/10/13,4935
MO,2021/03/21,785
GA,2021/03/10,1937
SD,2020/10/29,400
WV,2021/03/26,270
AR,2020/12/07,1052
MD,2020/12/05,1995
HI,2021/01/18,135
AR,2020/11/24,1058
CT,2020/08/27,170
NJ,2020/11/16,2412
VI,2020/11/21,2
NH,2020/10/21,56
WI,2020/08/27,494
NM,2021/03/06,192
AR,2021/01/12,1267
WI,2020/10/10,1384
NJ,2020/10/31,1149
DE,2020/12/04,373
OR,2020/12/30,633
NV,2021/03/19,335
VT,2020/08/27,14
IN,2020/09/28,965
WA,2021/01/12,1041
NE,2020/10/31,655
NM,2021/03/07,174
KY,2021/02/13,1107
DE,2021/02/09,257
PR,2021/03/18,164
VT,2021/02/01,68
MN,2020/09/06,410
DC,2021/03/14,253
KY,2021/01/05,1851
TX,2020/11/25,9498
TX,2020/11/08,6839
CA,2020/09/15,3760
PA,2021/01/30,4120
VT,2020/10/31,4
MA,2020/10/12,446
GA,2020/10/20,1797
MD,2020/09/29,670
AZ,2021/02/20,1663
PA,2021/03/10,2080
MO,2021/02/15,1296
ID,2020/09/18,155
CA,2020/11/05,3540
MT,2020/09/25,170
DC,2020/10/26,173
OR,2021/02/17,312
NH,2020/10/30,72
KS,2020/12/02,1290
IA,2021/02/01,405
MS,2020/10/30,641
VA,2021/02/27,1433
RI,2020/12/22,485
IN,2021/03/02,730
WA,2021/03/27,422
MO,2021/02/17,1257
LA,2020/12/20,1468
FL,2020/09/17,3025
ME,2020/11/15,90
SC,2020/11/18,828
DC,2020/08/28,138
LA,2021/01/25,1490
UT,2020/09/13,177
ND,2020/10/28,321
IL,2020/12/21,4587
MT,2021/01/08,218
NJ,2020/11/10,1858
IN,2020/08/21,886
IN,2020/11/18,3068
NJ,2020/11/07,1492
OH,2021/01/03,4725
LA,2020/10/15,501
VI,2020/10/21,8
WA,2020/11/14,672
UT,2020/09/17,193
NE,2020/11/09,864
NH,2020/09/13,28
NC,2020/02/05,0
NH,2020/12/09,262
NV,2021/01/06,1962
NY,2020/12/11,6377
NY,2021/03/16,5568
ND,2021/03/15,75
NY,2021/01/11,9925
CO,2021/03/04,426
IL,2021/02/21,1621
UT,2021/03/25,137
DC,2020/09/05,132
WV,2021/03/24,289
LA,2020/11/19,909
NY,2020/10/07,1548
UT,2021/02/15,288
IA,2021/02/07,329
NM,2020/10/03,148
AL,2020/12/02,2017
GA,2020/10/03,2168
CT,2020/09/01,158
KS,2020/11/26,1281
KY,2020/08/31,586
VT,2021/03/09,30
MS,2020/04/14,352
NE,2021/01/15,490
WI,2020/11/10,2372
WY,2020/11/17,210
KS,2020/10/05,435
CO,2021/01/06,1052
PR,2021/02/04,298
MN,2021/01/14,749
MS,2021/02/28,488
WV,2020/12/04,707
IA,2020/12/11,850
AK,2020/09/22,54
PR,2021/01/17,387
WA,2020/09/04,427
NY,2021/02/07,8724
CA,2020/11/22,6277
WI,2021/01/03,1200
OR,2020/09/29,202
OR,2021/01/16,475
TX,2021/02/10,9713
OR,2021/01/27,405
OK,2021/02/12,1029
ID,2020/10/27,264
NM,2020/12/19,811
OH,2020/09/11,1256
NV,2020/11/19,1311
WA,2020/11/05,493
AK,2020/11/21,136
OK,2020/08/22,541
ME,2020/12/23,246
ID,2020/12/12,478
VT,2020/10/30,4
WI,2021/02/12,544
CA,2020/08/22,5884
WV,2020/09/29,261
NV,2021/02/02,1159
WY,2020/12/09,204
DC,2020/09/08,146
OH,2021/02/18,1850
OR,2020/11/27,611
WY,2021/03/02,36
CO,2020/12/24,1343
CA,2020/10/15,3173
ID,2020/09/08,160
DC,2021/02/04,350
VA,2021/02/23,1507
WA,2021/02/07,718
IA,2021/01/23,392
SD,2020/10/03,223
CO,2020/12/01,1950
MO,2020/09/12,1032
WV,2021/01/22,716
OH,2020/12/20,5203
FL,2020/10/01,2628
ND,2020/08/28,118
OH,2020/09/16,1182
IN,2020/10/21,1512
IN,2021/02/26,802
AL,2020/08/25,1475
KY,2020/11/14,1476
NY,2020/11/24,4028
DE,2020/09/06,91
DC,2020/09/10,142
NH,2020/09/23,38
PR,2021/01/26,329
PA,2020/12/02,6326
KS,2020/11/20,1227
MS,2021/01/24,1098
AK,2020/08/31,39
NC,2021/03/10,1082
MN,2021/02/09,420
CT,2021/01/30,1061
NY,2020/09/04,1371
OK,2020/10/04,695
NM,2021/01/05,692
CA,2020/09/25,3344
ID,2021/01/28,224
VT,2020/11/11,14
AK,2020/10/13,56
UT,2020/09/27,231
TX,2020/10/08,4400
OK,2020/09/15,552
MS,2021/02/01,953
NV,2021/02/08,991
NM,2020/11/27,797
MI,2020/10/09,931
OR,2020/12/19,613
GA,2021/03/02,1694
NH,2020/10/16,38
HI,2020/01/18,0
AR,2021/01/22,1222
ME,2020/09/23,28
NJ,2021/03/02,1970
WV,2020/08/27,221
NH,2021/03/23,92
WI,2020/11/19,2402
MN,2020/10/20,766
MA,2021/02/01,1460
MA,2021/02/27,784
LA,2021/02/20,685
MD,2020/12/30,2145
MO,2021/01/13,2597
WY,2020/11/21,242
FL,2021/02/14,5248
WA,2020/10/27,428
MO,2020/12/28,2777
UT,2020/09/08,149
OH,2020/12/08,5737
AL,2020/11/20,1483
NH,2021/01/14,278
HI,2021/01/29,92
NJ,2020/09/20,595
PR,2020/09/08,397
VI,2020/09/23,4
MD,2020/09/16,757
PR,2021/03/15,157
ME,2020/09/21,40
TN,2020/10/16,1382
AK,2021/03/08,35
VI,2020/12/13,3
ND,2020/11/03,464
DE,2021/02/06,274
IN,2020/11/27,3400
IA,2020/07/03,185
VI,2021/02/28,4
ID,2021/02/06,179
RI,2021/02/19,223
AR,2020/09/10,556
ND,2021/01/14,166
AZ,2020/12/09,3467
CO,2020/09/26,317
MA,2020/12/21,1837
NY,2020/10/23,1884
LA,2020/12/25,1403
AZ,2020/11/29,2600
AL,2020/02/03,
SC,2020/11/10,788
NM,2020/11/21,806
NM,2020/08/31,91
UT,2021/03/29,138
WA,2020/10/04,381
NM,2020/11/12,674
IA,2020/09/05,334
AR,2020/09/16,537
DC,2020/10/20,165
LA,2020/11/29,1137
MA,2020/09/15,303
WY,2020/06/25,14
NH,2020/11/13,106
TN,2020/10/24,1512
NY,2020/12/30,8871
NV,2020/11/20,1319
MI,2020/10/01,740
NM,2021/01/01,724
NV,2020/12/06,1825
IA,2021/03/12,191
NJ,2021/01/31,3006
MT,2021/03/06,59
RI,2020/09/21,87
IA,2021/03/20,189
OK,2020/10/09,822
AL,2021/03/26,469
MA,2021/02/17,977
VI,2020/10/26,4
KY,2020/12/20,1692
TN,2021/02/14,1153
MI,2021/03/24,1784
SC,2021/02/27,768
PA,2020/12/12,6970
CO,2020/11/10,1278
FL,2020/10/06,2716
AK,2020/11/27,155
NY,2021/02/17,7536
IN,2021/02/03,1528
KS,2021/03/07,261
VT,2021/03/22,24
KY,2020/08/28,591
OR,2021/03/05,210
VA,2020/11/01,973
KY,2021/03/12,563
MD,2021/01/06,2122
CO,2020/12/19,1469
MO,2020/08/24,902
AZ,2021/03/20,654
CT,2021/03/16,469
ME,2021/03/19,97
IN,2021/01/08,2619
OH,2021/02/12,2110
IL,2020/11/13,5401
SD,2020/08/23,67
DE,2020/09/04,97
WI,2021/02/20,429
MT,2020/10/11,275
NH,2020/11/02,67
WV,2020/09/05,217
MA,2020/09/29,367
NH,2020/11/07,86
DC,2020/12/11,292
NJ,2021/02/23,2130
TN,2021/01/01,3301
WI,2021/01/24,869
NM,2021/02/03,552
OK,2021/02/28,665
NH,2020/12/20,304
KY,2020/10/18,803
WY,2020/09/16,24
LA,2021/03/17,402
OK,2021/02/25,738
HI,2020/10/11,99
WY,2021/01/01,105
SD,2020/09/19,164
NV,2020/09/06,624
CT,2020/10/02,215
WA,2021/01/05,1164
DE,2020/05/15,274
NE,2020/12/05,802
CA,2020/12/14,15233
NJ,2020/12/25,3645
TX,2021/03/24,4008
ND,2021/03/16,84
FL,2020/09/20,2866
NE,2020/10/28,521
KY,2020/11/24,1774
IL,2020/11/10,5170
LA,2020/10/10,530
OH,2020/12/18,5444
WV,2020/08/20,237
NM,2020/08/25,112
KY,2020/12/17,1916
IN,2020/12/05,3204
RI,2020/11/13,260
MN,2020/10/07,645
FL,2020/09/12,3955
MD,2021/03/04,1101
ND,2020/09/08,127
NM,2020/10/22,324
AL,2021/03/17,540
NJ,2020/03/19,0
OK,2020/12/13,1682
MN,2020/10/03,498
AK,2020/09/24,53
KY,2020/12/29,1691
VA,2021/03/02,1364
CT,2020/10/07,263
MI,2021/01/03,2626
AL,2020/11/26,1645
SC,2020/11/22,858
ME,2021/01/01,226
NV,2020/10/05,501
AK,2020/12/01,164
NV,2020/10/10,543
ME,2021/03/09,86
AK,2021/03/12,43
TN,2020/09/01,1122
NH,2021/01/24,269
IL,2021/01/03,4031
NV,2020/12/02,1683
VI,2021/03/07,3
SD,2021/03/01,90
IL,2021/01/02,3953
ND,2020/11/30,460
FL,2020/11/01,3209
MT,2020/09/22,131
NE,2020/12/15,717
HI,2021/01/10,139
SD,2020/11/02,465
MA,2021/01/15,2104
PR,2020/10/23,466
AK,2021/02/28,23
WI,2021/03/29,277
FL,2021/02/15,5139
WA,2021/02/25,531
OK,2021/01/31,1355
MS,2021/01/02,1435
TN,2020/11/26,2360
LA,2020/12/06,1335
CT,2020/12/16,1452
MS,2020/12/14,1295
NM,2020/09/22,111
CO,2021/03/08,409
MT,2021/02/23,91
MA,2020/12/22,2217
OH,2021/03/02,1443
IN,2020/11/17,3040
MO,2021/01/27,1968
HI,2020/11/30,62
MO,2020/12/09,2712
FL,2020/09/22,2891
AZ,2020/09/06,650
NY,2021/01/08,9558
AR,2020/10/06,677
IN,2021/02/25,787
RI,2020/09/16,87
ND,2020/10/15,243
SD,2020/12/24,288
LA,2021/01/16,1739
LA,2020/11/28,1107
CO,2021/02/26,461
DC,2020/10/25,169
PA,2020/09/28,947
NM,2020/10/27,383
FL,2020/12/31,7091
TX,2021/01/05,14463
DC,2020/08/24,144
NY,2021/01/23,9577
AL,2021/03/21,544
NH,2020/09/12,29
MD,2020/11/21,1633
ND,2020/09/03,116
DC,2020/10/14,164
AK,2021/03/21,45
TN,2021/03/28,864
WA,2021/01/11,1043
WY,2021/02/26,34
VT,2020/12/18,29
VA,2020/10/11,959
NH,2020/10/06,52
MT,2020/09/30,234
NV,2021/01/29,1255
MT,2020/11/26,479
MI,2020/08/31,691
MO,2021/01/23,1969
AL,2020/10/22,1039
ID,2020/10/01,151
OH,2020/11/13,3458
ND,2020/11/28,463
NM,2020/09/13,83
RI,2020/12/14,510
CO,2020/10/18,492
IN,2021/01/30,1608
MI,2021/01/17,2066
OH,2020/09/01,1426
WV,2020/10/30,333
CT,2021/01/04,1325
FL,2020/12/29,6893
HI,2021/03/07,31
WV,2020/11/09,335
WV,2020/10/08,227
HI,2020/12/13,75
WI,2021/02/08,653
MN,2021/02/06,458
OK,2020/11/18,1458
AL,2020/09/21,967
OK,2020/10/17,880
VI,2021/02/24,3
CA,2021/01/01,21297
TX,2020/08/26,5818
ND,2020/10/26,311
UT,2020/09/18,183
TN,2020/10/21,1527
WY,2020/11/04,154
NY,2020/11/06,2254
WI,2020/11/04,2054
UT,2020/09/02,174
GA,2020/12/07,3044
MD,2020/09/19,627
MS,2021/03/04,428
TN,2021/03/19,802
MN,2021/01/31,442
DE,2021/02/18,191
MS,2020/11/09,707
AZ,2020/12/27,4556
OR,2020/11/23,536
NV,2021/01/25,1487
MN,2020/12/31,997
NM,2020/12/01,885
IN,2021/01/24,2020
AK,2020/09/06,40
NJ,2021/01/19,3667
VT,2021/01/29,61
AZ,2021/01/10,5246
TX,2020/08/21,6063
TX,2020/09/05,5024
MI,2020/10/18,1116
MN,2021/01/12,798
DC,2021/03/18,194
NM,2021/01/19,698
VI,2020/09/14,1
GA,2020/09/19,2198
VT,2020/12/27,35
ID,2021/01/24,232
KY,2020/11/06,1212
MN,2021/03/26,453
NY,2020/12/27,9052
NE,2020/10/09,344
MO,2021/02/05,1637
AZ,2020/09/04,711
FL,2020/08/25,6222
NC,2020/11/23,2008
PR,2020/11/29,659
TN,2021/02/02,1573
GA,2020/09/14,2323
MN,2020/10/17,655
PA,2021/01/12,5784
GA,2021/01/30,4795
ND,2020/12/19,291
MT,2021/02/24,82
WA,2020/10/12,388
ME,2020/09/01,33
HI,2020/10/10,127
KS,2020/10/31,565
PA,2020/11/07,2434
NH,2020/09/02,39
MD,2020/11/01,836
WV,2020/10/12,256
MA,2020/12/03,1351
AK,2020/11/14,147
IN,2020/10/12,1295
KS,2021/01/10,982
WY,2021/02/22,26
GA,2021/03/19,1495
MD,2021/01/08,2136
GA,2021/01/02,5288
WV,2021/02/16,384
OH,2021/01/28,3272
SC,2020/10/28,800
HI,2020/08/29,227
SD,2020/10/15,298
PA,2021/03/07,1898
MT,2020/10/05,255
MS,2021/02/19,594
NY,2020/11/15,2779
SD,2021/03/14,64
MA,2020/10/22,499
WV,2020/09/15,229
MO,2021/02/13,1338
AL,2020/08/27,1373
SC,2021/01/23,2099
NY,2020/10/02,1468
IN,2020/10/16,1383
PR,2020/09/05,389
WI,2020/10/20,1596
MT,2020/10/19,358
ID,2021/03/15,155
MA,2020/09/20,322
IA,2020/09/29,440
WI,2021/02/11,571
OK,2020/09/02,539
NY,2020/12/04,5235
PR,2021/01/25,323
CO,2021/02/01,620
VT,2020/09/25,0
MO,2020/11/04,1926
OK,2020/11/22,1565
WA,2020/09/08,377
PR,2020/08/28,424
TN,2021/03/05,829
AR,2020/09/18,530
DE,2021/02/16,203
AZ,2020/12/18,4116
WV,2020/11/08,342
KY,2020/11/23,1688
PA,2020/09/01,1210
WI,2020/12/20,1419
IL,2020/12/31,4154
LA,2020/11/10,677
OK,2021/02/11,1067
KY,2020/10/23,904
TN,2020/11/28,2387
DE,2020/10/22,153
UT,2020/12/22,610
PR,2020/10/30,550
CA,2021/02/21,7205
WA,2021/02/06,731
OH,2021/03/20,1223
KY,2020/12/11,1814
WY,2021/01/20,91
AL,2021/03/05,659
OK,2020/11/26,1606
MT,2021/01/07,212
OR,2020/09/24,216
CA,2020/09/11,4015
AL,2020/11/19,1496
NY,2020/11/08,2303
CO,2021/01/16,946
MD,2020/12/27,2093
ND,2021/01/04,166
MD,2020/09/17,762
CT,2021/03/13,481
OK,2020/10/06,789
SD,2021/03/04,74
WA,2020/11/24,981
NH,2020/10/10,45
MN,2021/01/18,702
VA,2021/01/02,2714
MN,2020/12/04,1831
FL,2020/09/03,4892
MT,2020/12/31,195
OK,2020/10/22,948
NE,2020/12/11,792
MS,2021/02/10,720
FL,2020/12/21,5981
KY,2021/02/07,1285
NM,2020/11/14,705
OH,2021/02/16,1931
KY,2020/08/30,590
ND,2021/03/05,76
WA,2021/03/16,390
KY,2021/01/11,1782
ND,2020/09/07,117
TN,2020/12/12,2869
WV,2021/02/21,395
NH,2020/10/11,42
DC,2021/01/26,380
IL,2021/02/19,1701
TN,2020/08/29,1038
WI,2021/01/16,1051
IN,2020/10/03,964
SD,2020/11/09,548
DE,2021/02/10,281
OH,2020/10/25,1681
WY,2020/08/24,33
AR,2020/09/05,597
NC,2020/12/01,2400
FL,2021/01/23,7443
WY,2021/02/24,33
CA,2021/03/03,5001
NY,2021/01/29,9116
MD,2020/11/13,1307
DC,2020/12/21,330
SC,2021/01/07,2246
UT,2021/03/15,177
WY,2021/03/12,26
MA,2020/11/25,1005
MN,2021/01/22,641
DC,2020/09/07,126
SD,2020/11/23,570
WV,2020/10/22,306
VI,2021/01/08,0
GA,2020/12/24,4426
WV,2021/01/21,728
FL,2020/09/30,2633
RI,2020/11/17,308
MN,2021/02/08,416
IN,2020/11/21,3161
CT,2020/11/15,934
NY,2020/09/10,1399
LA,2020/08/27,770
NY,2020/09/18,1320
MT,2021/02/02,122
IL,2020/10/31,3361
NJ,2021/03/11,2010
MA,2020/11/08,620
IL,2021/01/25,3072
OK,2020/09/25,606
NC,2020/10/13,1577
UT,2020/12/10,580
KS,2020/11/29,1256
OR,2020/09/22,196
MO,2020/12/21,2749
FL,2020/12/03,4990
TN,2021/03/09,783
MO,2020/12/11,2673
WI,2020/11/29,2090
WV,2020/10/17,257
NV,2021/02/20,675
LA,2020/11/03,623
CO,2020/12/12,1681
MI,2021/02/03,1379
FL,2021/03/22,3272
KY,2020/10/12,736
LA,2020/09/01,787
DC,2020/11/20,222
WA,2020/10/29,440
MN,2021/01/04,983
TX,2020/11/19,8934
IN,2021/02/18,959
NE,2020/10/25,442
ID,2020/09/13,148
TN,2020/10/05,1233
PR,2020/10/02,363
VT,2021/03/19,22
NY,2021/03/26,5488
HI,2020/10/05,129
KY,2020/10/29,1039
DC,2020/09/02,129
ID,2021/02/16,156
LA,2020/09/07,732
OH,2020/08/23,1398
NV,2020/03/11,0
NH,2020/08/19,47
PA,2020/12/25,6576
NC,2020/11/19,1970
WI,2020/11/03,2021
GA,2021/02/28,2469
DC,2020/08/18,144
TN,2021/03/06,793
KS,2021/03/11,232
OR,2020/08/18,220
ID,2021/01/14,346
VI,2021/01/18,1
PA,2020/12/21,6863
IN,2021/02/12,1094
AR,2020/11/23,1000
NM,2020/12/29,753
IL,2021/03/01,1303
VA,2020/09/15,1067
WY,2020/11/13,202
NY,2020/10/01,1493
VA,2020/12/17,2384
FL,2020/09/25,2640
ME,2021/03/16,99
TX,2020/12/05,9418
NH,2021/01/26,233
ID,2020/09/27,154
LA,2021/02/08,1038
NY,2020/09/05,1357
MI,2020/10/23,1267
MD,2020/11/09,1122
WY,2020/12/26,120
ME,2021/03/13,96
ID,2020/11/05,344
AZ,2020/09/14,698
LA,2021/01/24,1494
MA,2020/09/28,354
HI,2020/08/20,222
AL,2020/10/31,1172
WA,2020/10/02,378
AR,2021/03/25,227
MI,2021/03/08,933
MD,2021/03/21,1137
NM,2020/08/29,108
MA,2020/11/16,863
OK,2021/01/25,1603
VI,2020/10/12,4
NH,2020/10/02,36
KY,2021/03/06,618
ND,2020/08/30,99
OH,2020/11/01,2080
NH,2020/12/03,189
CT,2021/01/11,1329
SC,2020/08/25,1049
WA,2020/09/09,397
AK,2020/11/13,126
OR,2021/02/24,245
ND,2020/07/24,44
KS,2021/01/29,659
OR,2021/03/12,203
ID,2021/03/25,157
RI,2020/10/13,124
MI,2020/12/01,4342
MD,2020/09/14,746
FL,2020/12/28,6734
MD,2021/02/22,1218
DC,2021/01/15,366
NH,2021/02/15,119
SC,2020/09/15,788
FL,2020/11/16,4336
SC,2020/09/17,801
MS,2020/08/21,900
MT,2020/09/13,111
PA,2020/11/25,5138
TN,2021/01/27,2001
NE,2020/10/01,293
IA,2021/01/19,504
AZ,2021/02/12,2309
OR,2020/10/13,268
WV,2021/01/25,637
MD,2020/12/20,2044
RI,2020/11/27,398
NY,2021/03/10,5686
AZ,2020/12/10,3568
HI,2020/11/18,88
NY,2021/01/21,9958
DC,2021/02/05,348
NY,2020/10/30,2013
NV,2020/08/27,816
ND,2020/08/25,99
TX,2021/02/01,11701
KY,2021/01/19,1718
SC,2020/10/09,719
VT,2021/01/10,43
MA,2021/02/18,962
UT,2020/12/20,587
ND,2020/12/06,394
OR,2020/12/01,670
AR,2020/11/15,914
UT,2020/09/04,161
CT,2020/11/18,1004
TN,2021/01/17,2657
NY,2021/02/11,8080
CT,2021/01/12,1298
VA,2021/02/21,1604
RI,2021/02/10,280
HI,2021/03/05,45
NC,2020/12/17,3031
CA,2020/10/04,3288
KY,2020/10/27,970
NY,2020/10/12,1732
AL,2021/03/07,682
NC,2020/09/24,1230
UT,2020/11/05,433
VI,2021/02/05,3
NV,2021/01/14,1724
AL,2020/11/30,1877
TX,2021/02/09,10093
IL,2020/12/15,4988
MD,2021/02/23,1206
NY,2020/09/26,1276
TX,2020/10/23,5738
TX,2021/01/22,14025
UT,2020/09/21,187
HI,2020/08/28,266
NE,2021/03/28,119
AZ,2020/09/09,676
ND,2020/08/23,86
CA,2021/01/31,15073
NJ,2021/01/03,3874
PR,2020/12/07,678
SC,2021/02/15,1122
PR,2020/09/10,435
AK,2021/03/02,27
NH,2020/09/04,28
KY,2020/11/15,1531
NC,2020/08/26,1451
MT,2021/02/27,59
MI,2020/12/22,3154
MD,2020/09/12,781
VA,2020/10/19,977
VA,2020/12/15,2247
AZ,2021/01/26,4266
IA,2021/01/05,636
PA,2021/01/11,5881
NC,2021/03/14,1073
WI,2021/03/02,336
AL,2020/08/22,1434
MI,2020/11/19,3819
ID,2021/01/07,361
ID,2020/11/07,344
DE,2020/11/28,251
DC,2021/03/15,241
MT,2020/08/20,66
CO,2020/10/13,440
VA,2020/08/22,1089
OR,2020/11/19,545
NM,2020/10/18,242
PA,2020/09/11,1055
VA,2021/02/19,1682
NV,2021/03/13,342
MN,2020/09/26,519
AR,2021/01/21,1226
MO,2020/08/28,932
NV,2021/03/21,334
HI,2021/03/28,52
PA,2020/11/24,5003
DE,2020/12/10,438
OK,2020/11/03,1066
SC,2020/12/21,1491
ME,2020/11/14,92
HI,2020/10/26,82
AZ,2020/08/30,769
AR,2020/12/30,1233
IL,2020/11/12,5571
CT,2021/03/10,475
MO,2021/03/12,874
VI,2021/01/01,2
AL,2021/01/29,2275
CA,2020/10/09,3221
AL,2021/01/16,3164
MT,2021/03/09,52
PA,2020/10/03,1098
CA,2020/12/15,15933
MD,2020/10/08,781
NE,2020/09/05,221
WV,2020/11/25,603
DC,2020/12/05,225
NH,2020/10/07,44
GA,2021/03/23,1412
VT,2020/09/20,2
HI,2020/10/24,88
MS,2020/12/07,1151
GA,2021/02/26,2587
KY,2020/09/21,548
NJ,2020/11/03,1243
FL,2021/01/25,7489
OK,2021/02/19,881
MA,2020/11/12,707
AL,2020/11/18,1454
IL,2021/02/20,1600
IA,2021/01/13,586
SC,2020/09/20,771
ID,2020/10/06,191
MD,2020/12/28,2059
NH,2021/01/10,305
VI,2021/02/26,5
WY,2020/11/11,201
ME,2020/08/22,33
DC,2021/01/17,359
OH,2020/12/09,5742
PR,2020/12/11,687
SD,2020/06/13,41
SD,2020/12/07,476
SD,2021/02/26,90
AK,2021/02/20,50
DE,2020/12/23,520
NV,2020/12/10,1945
NM,2020/10/20,270
AR,2020/10/12,751
MA,2020/10/16,437
ND,2020/10/24,305
HI,2021/02/02,87
NC,2020/12/26,3207
DC,2020/12/07,266
AK,2020/10/26,81
ME,2021/03/03,85
WV,2021/02/27,311
WA,2020/09/27,414
OR,2020/11/10,382
VT,2021/03/03,27
OH,2021/01/26,3423
DE,2021/01/22,445
SC,2020/12/19,1416
WV,2021/01/09,869
CO,2020/08/19,268
MN,2021/03/23,415
AK,2020/10/15,59
KS,2021/01/14,977
LA,2020/10/01,503
AR,2021/02/17,708
NM,2020/09/08,114
TN,2020/10/26,1544
AR,2020/10/02,582
WY,2020/11/01,122
AK,2021/01/28,44
WY,2020/03/16,0
SD,2021/01/12,251
TN,2021/01/10,3185
IN,2021/02/24,897
NJ,2021/03/01,1973
KS,2020/11/10,846
VI,2020/10/20,4
SD,2021/03/23,66
NV,2021/01/16,1728
MI,2020/11/29,4096
RI,2021/02/16,248
GA,2020/11/21,2300
MT,2020/10/16,344
MI,2021/03/18,1254
PR,2020/11/30,701
OK,2021/01/01,1996
FL,2020/10/28,3068
ND,2021/03/03,81
MA,2020/10/07,418
WA,2020/10/23,410
WY,2020/09/11,31
NJ,2020/12/08,3667
VI,2020/12/04,3
AK,2020/10/18,66
IA,2021/02/09,303
PA,2020/08/27,1053
AR,2021/02/11,793
HI,2020/10/19,102
NH,2020/12/29,323
ME,2020/12/25,233
GA,2020/11/02,1797
ME,2020/10/14,25
RI,2021/02/18,219
AZ,2021/02/03,3438
OH,2020/09/06,1131
WV,2020/09/28,260
NM,2021/02/28,213
