timepoint_id,sample_id,timepoint_unknown,persistent_beta_param,persistent_gamma_param,persistent_S0_param,persistent_I0_param,persistent_R0_param,persistent_zeta_param,S_state,I_state,R_state,noninf_observable_state
66,0,66.0,0.04665502533316612,0.011055614799261093,2000.0,1.0,0.0,999.0,0.00366329587996006,1218.4014892578125,782.595458984375,782.59912109375
67,0,67.0,0.04665502533316612,0.011055614799261093,2000.0,1.0,0.0,999.0,0.002921905368566513,1205.0057373046875,795.9907836914062,795.9937133789062
68,0,68.0,0.04665502533316612,0.011055614799261093,2000.0,1.0,0.0,999.0,0.0023363661020994186,1191.7596435546875,809.2399291992188,809.2422485351562
69,0,69.0,0.04665502533316612,0.011055614799261093,2000.0,1.0,0.0,999.0,0.0018727649003267288,1178.654296875,822.3419799804688,822.3438720703125
70,0,70.0,0.04665502533316612,0.011055614799261093,2000.0,1.0,0.0,999.0,0.0015048091299831867,1165.697021484375,835.30126953125,835.3027954101562
71,0,71.0,0.04665502533316612,0.011055614799261093,2000.0,1.0,0.0,999.0,0.0012120601022616029,1152.881103515625,848.1181640625,848.119384765625
72,0,72.0,0.04665502533316612,0.011055614799261093,2000.0,1.0,0.0,999.0,0.000978589174337685,1140.2056884765625,860.7940063476562,860.7949829101562
73,0,73.0,0.04665502533316612,0.011055614799261093,2000.0,1.0,0.0,999.0,0.0007919502095319331,1127.6688232421875,873.3302612304688,873.3310546875
74,0,74.0,0.04665502533316612,0.011055614799261093,2000.0,1.0,0.0,999.0,0.0006424005259759724,1115.270751953125,885.7283935546875,885.7290649414062
75,0,75.0,0.04665502533316612,0.011055614799261093,2000.0,1.0,0.0,999.0,0.0005222916370257735,1103.0086669921875,897.990478515625,897.9910278320312
76,0,76.0,0.04665502533316612,0.011055614799261093,2000.0,1.0,0.0,999.0,0.00042560705333016813,1090.8814697265625,910.1177368164062,910.1181640625
77,0,77.0,0.04665502533316612,0.011055614799261093,2000.0,1.0,0.0,999.0,0.00034760142443701625,1078.887939453125,922.1113891601562,922.1117553710938
78,0,78.0,0.04665502533316612,0.011055614799261093,2000.0,1.0,0.0,999.0,0.00028452611877582967,1067.0247802734375,933.9733276367188,933.9736328125
79,0,79.0,0.04665502533316612,0.011055614799261093,2000.0,1.0,0.0,999.0,0.00023340914049185812,1055.294677734375,945.7049560546875,945.7052001953125
80,0,80.0,0.04665502533316612,0.011055614799261093,2000.0,1.0,0.0,999.0,0.00019189296290278435,1043.69140625,957.307861328125,957.3080444335938
81,0,81.0,0.04665502533316612,0.011055614799261093,2000.0,1.0,0.0,999.0,0.00015810146578587592,1032.2164306640625,968.783203125,968.7833862304688
82,0,82.0,0.04665502533316612,0.011055614799261093,2000.0,1.0,0.0,999.0,0.00013053801376372576,1020.8702392578125,980.1325073242188,980.1326293945312
83,0,83.0,0.04665502533316612,0.011055614799261093,2000.0,1.0,0.0,999.0,0.00010800755262607709,1009.6438598632812,991.3565063476562,991.3566284179688
84,0,84.0,0.04665502533316612,0.011055614799261093,2000.0,1.0,0.0,999.0,8.955191151471809e-05,998.5426025390625,1002.4569702148438,1002.45703125
85,0,85.0,0.04665502533316612,0.011055614799261093,2000.0,1.0,0.0,999.0,7.440305489581078e-05,987.5639038085938,1013.4356689453125,1013.4357299804688
86,0,86.0,0.04665502533316612,0.011055614799261093,2000.0,1.0,0.0,999.0,6.1942839238327e-05,976.7058715820312,1024.2943115234375,1024.29443359375
87,0,87.0,0.04665502533316612,0.011055614799261093,2000.0,1.0,0.0,999.0,5.167340350453742e-05,965.9671020507812,1035.0323486328125,1035.0323486328125
88,0,88.0,0.04665502533316612,0.011055614799261093,2000.0,1.0,0.0,999.0,4.3192525481572375e-05,955.3467407226562,1045.65283203125,1045.65283203125
89,0,89.0,0.04665502533316612,0.011055614799261093,2000.0,1.0,0.0,999.0,3.617479887907393e-05,944.8421630859375,1056.1556396484375,1056.1556396484375
90,0,90.0,0.04665502533316612,0.011055614799261093,2000.0,1.0,0.0,999.0,3.0356377465068363e-05,934.4545288085938,1066.54443359375,1066.54443359375
91,0,91.0,0.04665502533316612,0.011055614799261093,2000.0,1.0,0.0,999.0,2.552299338276498e-05,924.1806030273438,1076.819091796875,1076.819091796875
92,0,92.0,0.04665502533316612,0.011055614799261093,2000.0,1.0,0.0,999.0,2.1500136426766403e-05,914.0181884765625,1086.979736328125,1086.979736328125
93,0,93.0,0.04665502533316612,0.011055614799261093,2000.0,1.0,0.0,999.0,1.8145514331990853e-05,903.9700317382812,1097.0296630859375,1097.0296630859375
94,0,94.0,0.04665502533316612,0.011055614799261093,2000.0,1.0,0.0,999.0,1.534289913251996e-05,894.0308837890625,1106.9697265625,1106.9697265625
95,0,95.0,0.04665502533316612,0.011055614799261093,2000.0,1.0,0.0,999.0,1.299712857871782e-05,884.20166015625,1116.798095703125,1116.798095703125
96,0,96.0,0.04665502533316612,0.011055614799261093,2000.0,1.0,0.0,999.0,1.10301089080167e-05,874.4800415039062,1126.5196533203125,1126.5196533203125
97,0,97.0,0.04665502533316612,0.011055614799261093,2000.0,1.0,0.0,999.0,9.377667993248906e-06,864.8648071289062,1136.1346435546875,1136.1346435546875
