timepoint_id,sample_id,model_0/beta_param,model_0/gamma_param,model_1/beta_param,model_1/gamma_param,model_1/delta_param,model_1/alpha_param,model_1/epsilon_param,model_1/zeta_param,model_1/lambda_param,model_1/eta_param,model_1/rho_param,model_1/theta_param,model_1/kappa_param,model_1/mu_param,model_1/nu_param,model_1/xi_param,model_1/tau_param,model_1/sigma_param,model_0_weight,model_1_weight,I_sol,R_sol,S_sol,timepoint_days
2,7,0.02795952372252941,0.16349497437477112,0.012335044331848621,0.5001715421676636,0.009473992511630058,0.5444872975349426,0.17907720804214478,0.12125195562839508,0.038302283734083176,0.13073959946632385,0.033850185573101044,0.4215095639228821,0.01533869095146656,0.01564144343137741,0.024415334686636925,0.015701066702604294,0.011260142549872398,0.016184840351343155,0.9963176250457764,0.003682374954223633,0.7597399950027466,0.28535768389701843,999.9508666992188,2.0
3,7,0.02795952372252941,0.16349497437477112,0.012335044331848621,0.5001715421676636,0.009473992511630058,0.5444872975349426,0.17907720804214478,0.12125195562839508,0.038302283734083176,0.13073959946632385,0.033850185573101044,0.4215095639228821,0.01533869095146656,0.01564144343137741,0.024415334686636925,0.015701066702604294,0.011260142549872398,0.016184840351343155,0.9963176250457764,0.003682374954223633,0.6634360551834106,0.40151670575141907,999.9307250976562,3.0
4,7,0.02795952372252941,0.16349497437477112,0.012335044331848621,0.5001715421676636,0.009473992511630058,0.5444872975349426,0.17907720804214478,0.12125195562839508,0.038302283734083176,0.13073959946632385,0.033850185573101044,0.4215095639228821,0.01533869095146656,0.01564144343137741,0.024415334686636925,0.015701066702604294,0.011260142549872398,0.016184840351343155,0.9963176250457764,0.003682374954223633,0.5793460011482239,0.502949595451355,999.9149780273438,4.0
5,7,0.02795952372252941,0.16349497437477112,0.012335044331848621,0.5001715421676636,0.009473992511630058,0.5444872975349426,0.17907720804214478,0.12125195562839508,0.038302283734083176,0.13073959946632385,0.033850185573101044,0.4215095639228821,0.01533869095146656,0.01564144343137741,0.024415334686636925,0.015701066702604294,0.011260142549872398,0.016184840351343155,0.9963176250457764,0.003682374954223633,0.7846444845199585,1.8531768321990967,998.3583984375,50.0
0,8,0.02659742534160614,0.10603348910808563,0.012801744043827057,0.37853920459747314,0.011478672735393047,0.6289130449295044,0.15545722842216492,0.1098138689994812,0.028269363567233086,0.11330215632915497,0.03098062239587307,0.3801811635494232,0.017707446590065956,0.015402724035084248,0.02564973384141922,0.015038371086120605,0.008514425717294216,0.016205022111535072,0.9852764010429382,0.014723598957061768,0.9853306412696838,1.044738514449639e-11,1000.0,0.0
1,8,0.02659742534160614,0.10603348910808563,0.012801744043827057,0.37853920459747314,0.011478672735393047,0.6289130449295044,0.15545722842216492,0.1098138689994812,0.028269363567233086,0.11330215632915497,0.03098062239587307,0.3801811635494232,0.017707446590065956,0.015402724035084248,0.02564973384141922,0.015038371086120605,0.008514425717294216,0.016205022111535072,0.9852764010429382,0.014723598957061768,0.9101008176803589,0.10043123364448547,999.9752197265625,1.0
2,8,0.02659742534160614,0.10603348910808563,0.012801744043827057,0.37853920459747314,0.011478672735393047,0.6289130449295044,0.15545722842216492,0.1098138689994812,0.028269363567233086,0.11330215632915497,0.03098062239587307,0.3801811635494232,0.017707446590065956,0.015402724035084248,0.02564973384141922,0.015038371086120605,0.008514425717294216,0.016205022111535072,0.9852764010429382,0.014723598957061768,0.840635359287262,0.19319216907024384,999.9513549804688,2.0
3,8,0.02659742534160614,0.10603348910808563,0.012801744043827057,0.37853920459747314,0.011478672735393047,0.6289130449295044,0.15545722842216492,0.1098138689994812,0.028269363567233086,0.11330215632915497,0.03098062239587307,0.3801811635494232,0.017707446590065956,0.015402724035084248,0.02564973384141922,0.015038371086120605,0.008514425717294216,0.016205022111535072,0.9852764010429382,0.014723598957061768,0.776500940322876,0.2788692116737366,999.9296875,3.0
4,8,0.02659742534160614,0.10603348910808563,0.012801744043827057,0.37853920459747314,0.011478672735393047,0.6289130449295044,0.15545722842216492,0.1098138689994812,0.028269363567233086,0.11330215632915497,0.03098062239587307,0.3801811635494232,0.017707446590065956,0.015402724035084248,0.02564973384141922,0.015038371086120605,0.008514425717294216,0.016205022111535072,0.9852764010429382,0.014723598957061768,0.7173033356666565,0.3580041229724884,999.9100341796875,4.0
5,8,0.02659742534160614,0.10603348910808563,0.012801744043827057,0.37853920459747314,0.011478672735393047,0.6289130449295044,0.15545722842216492,0.1098138689994812,0.028269363567233086,0.11330215632915497,0.03098062239587307,0.3801811635494232,0.017707446590065956,0.015402724035084248,0.02564973384141922,0.015038371086120605,0.008514425717294216,0.016205022111535072,0.9852764010429382,0.014723598957061768,1.44511079788208,5.674121856689453,993.8660278320312,50.0
0,9,0.026124995201826096,0.1694348305463791,0.009187892079353333,0.4479592740535736,0.0111320149153471,0.4950811266899109,0.16241101920604706,0.11678044497966766,0.03778468072414398,0.11233717203140259,0.03770345449447632,0.36151936650276184,0.01713036559522152,0.014164019376039505,0.024790193885564804,0.01759072206914425,0.011371367610991001,0.01956714317202568,0.7227184772491455,0.2772815227508545,0.7237398028373718,1.2249232878014382e-11,999.9990234375,0.0
1,9,0.026124995201826096,0.1694348305463791,0.009187892079353333,0.4479592740535736,0.0111320149153471,0.4950811266899109,0.16241101920604706,0.11678044497966766,0.03778468072414398,0.11233717203140259,0.03770345449447632,0.36151936650276184,0.01713036559522152,0.014164019376039505,0.024790193885564804,0.01759072206914425,0.011371367610991001,0.01956714317202568,0.7227184772491455,0.2772815227508545,0.6276779174804688,0.11412852257490158,999.980712890625,1.0
2,9,0.026124995201826096,0.1694348305463791,0.009187892079353333,0.4479592740535736,0.0111320149153471,0.4950811266899109,0.16241101920604706,0.11678044497966766,0.03778468072414398,0.11233717203140259,0.03770345449447632,0.36151936650276184,0.01713036559522152,0.014164019376039505,0.024790193885564804,0.01759072206914425,0.011371367610991001,0.01956714317202568,0.7227184772491455,0.2772815227508545,0.5446022748947144,0.2130407691001892,999.9644775390625,2.0
3,9,0.026124995201826096,0.1694348305463791,0.009187892079353333,0.4479592740535736,0.0111320149153471,0.4950811266899109,0.16241101920604706,0.11678044497966766,0.03778468072414398,0.11233717203140259,0.03770345449447632,0.36151936650276184,0.01713036559522152,0.014164019376039505,0.024790193885564804,0.01759072206914425,0.011371367610991001,0.01956714317202568,0.7227184772491455,0.2772815227508545,0.47283411026000977,0.29877597093582153,999.951171875,3.0
4,9,0.026124995201826096,0.1694348305463791,0.009187892079353333,0.4479592740535736,0.0111320149153471,0.4950811266899109,0.16241101920604706,0.11678044497966766,0.03778468072414398,0.11233717203140259,0.03770345449447632,0.36151936650276184,0.01713036559522152,0.014164019376039505,0.024790193885564804,0.01759072206914425,0.011371367610991001,0.01956714317202568,0.7227184772491455,0.2772815227508545,0.4109324812889099,0.3731045424938202,999.938720703125,4.0
5,9,0.026124995201826096,0.1694348305463791,0.009187892079353333,0.4479592740535736,0.0111320149153471,0.4950811266899109,0.16241101920604706,0.11678044497966766,0.03778468072414398,0.11233717203140259,0.03770345449447632,0.36151936650276184,0.01713036559522152,0.014164019376039505,0.024790193885564804,0.01759072206914425,0.011371367610991001,0.01956714317202568,0.7227184772491455,0.2772815227508545,75.81993865966797,35.388099670410156,889.5147705078125,50.0
0,10,0.02701951190829277,0.14717072248458862,0.009775780141353607,0.3904571235179901,0.012646069750189781,0.6610579490661621,0.16545379161834717,0.10977877676486969,0.03382343426346779,0.11157461255788803,0.03892229497432709,0.41959822177886963,0.015055820345878601,0.01728294976055622,0.025806736201047897,0.01941588707268238,0.00912976823747158,0.018120810389518738,0.9373360276222229,0.0626639723777771,0.9375668168067932,1.3795636508162623e-11,999.999755859375,0.0
1,10,0.02701951190829277,0.14717072248458862,0.009775780141353607,0.3904571235179901,0.012646069750189781,0.6610579490661621,0.16545379161834717,0.10977877676486969,0.03382343426346779,0.11157461255788803,0.03892229497432709,0.41959822177886963,0.015055820345878601,0.01728294976055622,0.025806736201047897,0.01941588707268238,0.00912976823747158,0.018120810389518738,0.9373360276222229,0.0626639723777771,0.8315767645835876,0.12999187409877777,999.9756469726562,1.0
