timepoint_id,sample_id,beta_param,gamma_param,delta_param,alpha_param,epsilon_param,zeta_param,lambda_param,eta_param,rho_param,theta_param,kappa_param,mu_param,nu_param,xi_param,tau_param,sigma_param,Ailing_sol,Diagnosed_sol,Extinct_sol,Healed_sol,Infected_sol,Recognized_sol,Susceptible_sol,Threatened_sol,Cases_obs,Hospitalizations_obs,Deaths_obs
10,0,0.011099232360720634,0.45926618576049805,0.010829419828951359,0.5670731067657471,0.1697314977645874,0.12205878645181656,0.03418707475066185,0.12450727820396423,0.034151311963796616,0.37802252173423767,0.01637526974081993,0.01716003194451332,0.027801716700196266,0.017126791179180145,0.009942259639501572,0.018315451219677925,1.267023071704898e-05,2.6747347874334082e-05,4.6464364800158364e-08,1.1999263733741827e-05,7.637562521267682e-05,2.098896038660314e-05,0.999849259853363,2.004411044254084e-06,4.9740719305191305e-05,2.2993371430857223e-05,4.6464364800158364e-08
11,0,0.011099232360720634,0.45926618576049805,0.010829419828951359,0.5670731067657471,0.1697314977645874,0.12205878645181656,0.03418707475066185,0.12450727820396423,0.034151311963796616,0.37802252173423767,0.01637526974081993,0.01716003194451332,0.027801716700196266,0.017126791179180145,0.009942259639501572,0.018315451219677925,1.752135722199455e-05,3.704132905113511e-05,7.054097750369692e-08,1.6880367184057832e-05,0.00010560737428022549,2.9459657525876537e-05,0.999790608882904,2.8877393560833298e-06,6.938872593309497e-05,3.234739688195987e-05,7.054097750369692e-08
12,0,0.011099232360720634,0.45926618576049805,0.010829419828951359,0.5670731067657471,0.1697314977645874,0.12205878645181656,0.03418707475066185,0.12450727820396423,0.034151311963796616,0.37802252173423767,0.01637526974081993,0.01716003194451332,0.027801716700196266,0.017126791179180145,0.009942259639501572,0.018315451219677925,2.4228613256127574e-05,5.126673204358667e-05,1.050305513672356e-07,2.36409960052697e-05,0.00014602737792301923,4.115998308407143e-05,0.9997092485427856,4.117748630960705e-06,9.65444637586188e-05,4.527773171503213e-05,1.050305513672356e-07
13,0,0.011099232360720634,0.45926618576049805,0.010829419828951359,0.5670731067657471,0.1697314977645874,0.12205878645181656,0.03418707475066185,0.12450727820396423,0.034151311963796616,0.37802252173423767,0.01637526974081993,0.01716003194451332,0.027801716700196266,0.017126791179180145,0.009942259639501572,0.018315451219677925,3.3502408768981695e-05,7.092969462973997e-05,1.5400176778257446e-07,3.300030220998451e-05,0.00020191175281070173,5.732580029871315e-05,0.9995970129966736,5.826560936839087e-06,0.0001340820558652922,6.315236123555223e-05,1.5400176778257446e-07
14,0,0.011099232360720634,0.45926618576049805,0.010829419828951359,0.5670731067657471,0.1697314977645874,0.12205878645181656,0.03418707475066185,0.12450727820396423,0.034151311963796616,0.37802252173423767,0.01637526974081993,0.01716003194451332,0.027801716700196266,0.017126791179180145,0.009942259639501572,0.018315451219677925,4.632395939552225e-05,9.811005293158814e-05,2.2307375502350624e-07,4.5952012442285195e-05,0.0002791662700474262,7.966512202983722e-05,0.9994421005249023,8.196814633265603e-06,0.00018597198959469097,8.786193666310282e-05,2.2307375502350624e-07
15,0,0.011099232360720634,0.45926618576049805,0.010829419828951359,0.5670731067657471,0.1697314977645874,0.12205878645181656,0.03418707475066185,0.12450727820396423,0.034151311963796616,0.37802252173423767,0.01637526974081993,0.01716003194451332,0.027801716700196266,0.017126791179180145,0.009942259639501572,0.018315451219677925,6.404848681995645e-05,0.00013568119902629405,3.200101161837665e-07,6.386941822711378e-05,0.00038594138459302485,0.00011053927300963551,0.9992280602455139,1.148101182479877e-05,0.00025770148386072833,0.00012202028483443428,3.200101161837665e-07
16,0,0.011099232360720634,0.45926618576049805,0.010829419828951359,0.5670731067657471,0.1697314977645874,0.12205878645181656,0.03418707475066185,0.12450727820396423,0.034151311963796616,0.37802252173423767,0.01637526974081993,0.01716003194451332,0.027801716700196266,0.017126791179180145,0.009942259639501572,0.018315451219677925,8.85465124156326e-05,0.00018761047977022827,4.5553926497632347e-07,8.864980918588117e-05,0.0005334790330380201,0.00015321094542741776,0.9989321231842041,1.6028179743443616e-05,0.00035684960494108964,0.00016923912517086137,4.5553926497632347e-07
17,0,0.011099232360720634,0.45926618576049805,0.010829419828951359,0.5670731067657471,0.1697314977645874,0.12205878645181656,0.03418707475066185,0.12450727820396423,0.034151311963796616,0.37802252173423767,0.01637526974081993,0.01716003194451332,0.027801716700196266,0.017126791179180145,0.009942259639501572,0.018315451219677925,0.00012239812349434942,0.00025937199825420976,6.444868745347776e-07,0.00012291301391087472,0.0007372663239948452,0.00021218661277089268,0.9985230565071106,2.232065708085429e-05,0.0004938792681059567,0.00023450726985174697,6.444868745347776e-07
18,0,0.011099232360720634,0.45926618576049805,0.010829419828951359,0.5670731067657471,0.1697314977645874,0.12205878645181656,0.03418707475066185,0.12450727820396423,0.034151311963796616,0.37802252173423767,0.01637526974081993,0.01716003194451332,0.027801716700196266,0.017126791179180145,0.009942259639501572,0.018315451219677925,0.0001691582438070327,0.00035851195571012795,9.073391424863075e-07,0.00017027447756845504,0.0010186084546148777,0.0002936874807346612,0.9979579448699951,3.1024701456772164e-05,0.0006832241379015613,0.0003247121821914334,9.073391424863075e-07
19,0,0.011099232360720634,0.45926618576049805,0.010829419828951359,0.5670731067657471,0.1697314977645874,0.12205878645181656,0.03418707475066185,0.12450727820396423,0.034151311963796616,0.37802252173423767,0.01637526974081993,0.01716003194451332,0.027801716700196266,0.017126791179180145,0.009942259639501572,0.018315451219677925,0.00023371852876152843,0.0004954211763106287,1.272399686058634e-06,0.00023571870406158268,0.001406752155162394,0.0004062959342263639,0.9971778988838196,4.3060343159595504e-05,0.0009447774536965881,0.0004493562773859594,1.272399686058634e-06
20,0,0.011099232360720634,0.45926618576049805,0.010829419828951359,0.5670731067657471,0.1697314977645874,0.12205878645181656,0.03418707475066185,0.12450727820396423,0.034151311963796616,0.37802252173423767,0.01637526974081993,0.01716003194451332,0.027801716700196266,0.017126791179180145,0.009942259639501572,0.018315451219677925,0.000322795967804268,0.0006843824521638453,1.7787675687941373e-06,0.00032611057395115495,0.0019417271250858903,0.0005618392024189234,0.9961015582084656,5.969705307506956e-05,0.0013059187076578382,0.0006215362554939929,1.7787675687941373e-06
