timepoint_id,sample_id,timepoint_unknown,alpha,beta,delta,epsilon,eta,gamma,kappa,lambda,mu,nu,rho,theta,xi,zeta,tau,sigma,Susceptible,Diagnosed,Infected,Ailing,Recognized,Healed,Threatened,Extinct,TotalInfected,R0
20,0,20.0,0.56766676902771,0.010920585133135319,0.01089354045689106,0.17201335728168488,0.12610778212547302,0.4559139311313629,0.01689385436475277,0.03390246629714966,0.016961947083473206,0.02694275602698326,0.0341031476855278,0.3695681691169739,0.016917472705245018,0.1261531263589859,0.010016119107604027,0.0171470046043396,0.9962476491928101,0.0006600707420147955,0.0018453202210366726,0.0003215906035620719,0.0005528185283765197,0.00031310657504945993,5.794419485027902e-05,1.7498431361673283e-06,0.003437744453549385,2.3621532917022705
21,0,21.0,0.56766676902771,0.010920585133135319,0.01089354045689106,0.17201335728168488,0.12610778212547302,0.4559139311313629,0.01689385436475277,0.03390246629714966,0.016961947083473206,0.02694275602698326,0.0341031476855278,0.3695681691169739,0.016917472705245018,0.1261531263589859,0.010016119107604027,0.0171470046043396,0.9948310852050781,0.0009093957487493753,0.002539625158533454,0.00044295002589933574,0.0007624345598742366,0.00043196071055717766,8.0082994827535e-05,2.43517183662334e-06,0.004734488669782877,2.3621532917022705
22,0,22.0,0.56766676902771,0.010920585133135319,0.01089354045689106,0.17201335728168488,0.12610778212547302,0.4559139311313629,0.01689385436475277,0.03390246629714966,0.016961947083473206,0.02694275602698326,0.0341031476855278,0.3695681691169739,0.016917472705245018,0.1261531263589859,0.010016119107604027,0.0171470046043396,0.9928857088088989,0.0012521393364295363,0.0034916591830551624,0.0006096832803450525,0.0010510378051549196,0.0005955502856522799,0.00011059158714488149,3.381935812285519e-06,0.006515110842883587,2.3621532917022705
23,0,23.0,0.56766676902771,0.010920585133135319,0.01089354045689106,0.17201335728168488,0.12610778212547302,0.4559139311313629,0.01689385436475277,0.03390246629714966,0.016961947083473206,0.02694275602698326,0.0341031476855278,0.3695681691169739,0.016917472705245018,0.1261531263589859,0.010016119107604027,0.0171470046043396,0.9902200102806091,0.001722631393931806,0.004793984349817038,0.0008383769309148192,0.001448065391741693,0.0008204889018088579,0.0001526094420114532,4.68885309601319e-06,0.008955666795372963,2.3621532917022705
24,0,24.0,0.56766676902771,0.010920585133135319,0.01089354045689106,0.17201335728168488,0.12610778212547302,0.4559139311313629,0.01689385436475277,0.03390246629714966,0.016961947083473206,0.02694275602698326,0.0341031476855278,0.3695681691169739,0.016917472705245018,0.1261531263589859,0.010016119107604027,0.0171470046043396,0.9865719079971313,0.0023672275710850954,0.006569659803062677,0.0011513449717313051,0.001993645215407014,0.0011293627321720123,0.00021043402375653386,6.491647127404576e-06,0.012292311526834965,2.3621532917022705
25,0,25.0,0.56766676902771,0.010920585133135319,0.01089354045689106,0.17201335728168488,0.12610778212547302,0.4559139311313629,0.01689385436475277,0.03390246629714966,0.016961947083473206,0.02694275602698326,0.0341031476855278,0.3695681691169739,0.016917472705245018,0.1261531263589859,0.010016119107604027,0.0171470046043396,0.9815995097160339,0.0032479793298989534,0.008979889564216137,0.001578315393999219,0.0027421864215284586,0.001552711008116603,0.00028992840088903904,8.976447134045884e-06,0.016838299110531807,2.3621532917022705
26,0,26.0,0.56766676902771,0.010920585133135319,0.01089354045689106,0.17201335728168488,0.12610778212547302,0.4559139311313629,0.01689385436475277,0.03390246629714966,0.016961947083473206,0.02694275602698326,0.0341031476855278,0.3695681691169739,0.016917472705245018,0.1261531263589859,0.010016119107604027,0.0171470046043396,0.9748531579971313,0.004447015468031168,0.012231465429067612,0.0021583435591310263,0.0037670060992240906,0.002131507731974125,0.00039905952871777117,1.2398202670738101e-05,0.02300288900732994,2.3621532917022705
27,0,27.0,0.56766676902771,0.010920585133135319,0.01089354045689106,0.17201335728168488,0.12610778212547302,0.4559139311313629,0.01689385436475277,0.03390246629714966,0.016961947083473206,0.02694275602698326,0.0341031476855278,0.3695681691169739,0.016917472705245018,0.1261531263589859,0.010016119107604027,0.0171470046043396,0.9657530784606934,0.006071256007999182,0.016581660136580467,0.0029417676851153374,0.005166033748537302,0.0029201419092714787,0.0005485899746417999,1.7104983271565288e-05,0.031309306621551514,2.3621532917022705
28,0,28.0,0.56766676902771,0.010920585133135319,0.01089354045689106,0.17201335728168488,0.12610778212547302,0.4559139311313629,0.01689385436475277,0.03390246629714966,0.016961947083473206,0.02694275602698326,0.0341031476855278,0.3695681691169739,0.016917472705245018,0.1261531263589859,0.010016119107604027,0.0171470046043396,0.9535804390907288,0.00825673621147871,0.022336361929774284,0.003991675563156605,0.007068451959639788,0.003989793825894594,0.0007529460708610713,2.3570211851620115e-05,0.042406171560287476,2.3621532917022705
29,0,29.0,0.56766676902771,0.010920585133135319,0.01089354045689106,0.17201335728168488,0.12610778212547302,0.4559139311313629,0.01689385436475277,0.03390246629714966,0.016961947083473206,0.02694275602698326,0.0341031476855278,0.3695681691169739,0.016917472705245018,0.1261531263589859,0.010016119107604027,0.0171470046043396,0.937473475933075,0.011171014048159122,0.029834341257810593,0.0053840079344809055,0.009641808457672596,0.00543177081272006,0.001031263847835362,3.243444734835066e-05,0.057062435895204544,2.3621532917022705
30,0,30.0,0.56766676902771,0.010920585133135319,0.01089354045689106,0.17201335728168488,0.12610778212547302,0.4559139311313629,0.01689385436475277,0.03390246629714966,0.016961947083473206,0.02694275602698326,0.0341031476855278,0.3695681691169739,0.016917472705245018,0.1261531263589859,0.010016119107604027,0.0171470046043396,0.9164648056030273,0.01501087099313736,0.03940789774060249,0.007204778026789427,0.013098441995680332,0.007360098883509636,0.0014085671864449978,4.4558422814588994e-05,0.07613056153059006,2.3621532917022705
31,0,31.0,0.56766676902771,0.010920585133135319,0.01089354045689106,0.17201335728168488,0.12610778212547302,0.4559139311313629,0.01689385436475277,0.03390246629714966,0.016961947083473206,0.02694275602698326,0.0341031476855278,0.3695681691169739,0.016917472705245018,0.1261531263589859,0.010016119107604027,0.0171470046043396,0.8895679116249084,0.019991474226117134,0.05130908265709877,0.009542308747768402,0.01769905351102352,0.009912025183439255,0.001916971174068749,6.108800880610943e-05,0.10045889765024185,2.3621532917022705
32,0,32.0,0.56766676902771,0.010920585133135319,0.01089354045689106,0.17201335728168488,0.12610778212547302,0.4559139311313629,0.01689385436475277,0.03390246629714966,0.016961947083473206,0.02694275602698326,0.0341031476855278,0.3695681691169739,0.016917472705245018,0.1261531263589859,0.010016119107604027,0.0171470046043396,0.8559337854385376,0.026322143152356148,0.06559671461582184,0.01247220579534769,0.02374984696507454,0.013244603760540485,0.0025966796092689037,8.35307000670582e-05,0.13073758780956268,2.3621532917022705
33,0,33.0,0.56766676902771,0.010920585133135319,0.01089354045689106,0.17201335728168488,0.12610778212547302,0.4559139311313629,0.01689385436475277,0.03390246629714966,0.016961947083473206,0.02694275602698326,0.0341031476855278,0.3695681691169739,0.016917472705245018,0.1261531263589859,0.010016119107604027,0.0171470046043396,0.8150797486305237,0.03416537120938301,0.08199656009674072,0.016033846884965897,0.03158889710903168,0.01752537116408348,0.0034964343067258596,0.00011383909441065043,0.1672811061143875,2.3621532917022705
34,0,34.0,0.56766676902771,0.010920585133135319,0.01089354045689106,0.17201335728168488,0.12610778212547302,0.4559139311313629,0.01689385436475277,0.03390246629714966,0.016961947083473206,0.02694275602698326,0.0341031476855278,0.3695681691169739,0.016917472705245018,0.1261531263589859,0.010016119107604027,0.0171470046043396,0.7671445608139038,0.04357967898249626,0.09977475553750992,0.020200470462441444,0.04155713692307472,0.02291584014892578,0.0046729170717298985,0.0001544952392578125,0.20978495478630066,2.3621532917022705
35,0,35.0,0.56766676902771,0.010920585133135319,0.01089354045689106,0.17201335728168488,0.12610778212547302,0.4559139311313629,0.01689385436475277,0.03390246629714966,0.016961947083473206,0.02694275602698326,0.0341031476855278,0.3695681691169739,0.016917472705245018,0.1261531263589859,0.010016119107604027,0.0171470046043396,0.7130936980247498,0.054457277059555054,0.11770037561655045,0.024850232526659966,0.05395207181572914,0.029548805207014084,0.006188685540109873,0.0002085806627292186,0.2571486532688141,2.3621532917022705
36,0,36.0,0.56766676902771,0.010920585133135319,0.01089354045689106,0.17201335728168488,0.12610778212547302,0.4559139311313629,0.01689385436475277,0.03390246629714966,0.016961947083473206,0.02694275602698326,0.0341031476855278,0.3695681691169739,0.016917472705245018,0.1261531263589859,0.010016119107604027,0.0171470046043396,0.6547447443008423,0.06647749990224838,0.1341666579246521,0.029751185327768326,0.06896841526031494,0.03750335052609444,0.008108336478471756,0.0002798172936309129,0.3074721097946167,2.3621532917022705
37,0,37.0,0.56766676902771,0.010920585133135319,0.01089354045689106,0.17201335728168488,0.12610778212547302,0.4559139311313629,0.01689385436475277,0.03390246629714966,0.016961947083473206,0.02694275602698326,0.0341031476855278,0.3695681691169739,0.016917472705245018,0.1261531263589859,0.010016119107604027,0.0171470046043396,0.5945489406585693,0.07910016924142838,0.14748917520046234,0.034574221819639206,0.08663633465766907,0.046785470098257065,0.010493096895515919,0.0003725626156665385,0.35829299688339233,2.3621532917022705
38,0,38.0,0.56766676902771,0.010920585133135319,0.01089354045689106,0.17201335728168488,0.12610778212547302,0.4559139311313629,0.01689385436475277,0.03390246629714966,0.016961947083473206,0.02694275602698326,0.0341031476855278,0.3695681691169739,0.016917472705245018,0.1261531263589859,0.010016119107604027,0.0171470046043396,0.535165011882782,0.09161761403083801,0.15629561245441437,0.03893844038248062,0.10677679628133774,0.0573202446103096,0.01339461375027895,0.0004917446058243513,0.4070230722427368,2.3621532917022705
39,0,39.0,0.56766676902771,0.010920585133135319,0.01089354045689106,0.17201335728168488,0.12610778212547302,0.4559139311313629,0.01689385436475277,0.03390246629714966,0.016961947083473206,0.02694275602698326,0.0341031476855278,0.3695681691169739,0.016917472705245018,0.1261531263589859,0.010016119107604027,0.0171470046043396,0.478972464799881,0.10325784236192703,0.15984830260276794,0.04248013347387314,0.1289888620376587,0.06896034628152847,0.01684907265007496,0.0006427349871955812,0.4514242112636566,2.3621532917022705
40,0,40.0,0.56766676902771,0.010920585133135319,0.01089354045689106,0.17201335728168488,0.12610778212547302,0.4559139311313629,0.01689385436475277,0.03390246629714966,0.016961947083473206,0.02694275602698326,0.0341031476855278,0.3695681691169739,0.016917472705245018,0.1261531263589859,0.010016119107604027,0.0171470046043396,0.42771488428115845,0.11330743879079819,0.15816625952720642,0.04492165520787239,0.15267881751060486,0.0815068930387497,0.020872902125120163,0.0008311726851388812,0.48994705080986023,2.3621532917022705
41,0,41.0,0.56766676902771,0.010920585133135319,0.01089354045689106,0.17201335728168488,0.12610778212547302,0.4559139311313629,0.01689385436475277,0.03390246629714966,0.016961947083473206,0.02694275602698326,0.0341031476855278,0.3695681691169739,0.016917472705245018,0.1261531263589859,0.010016119107604027,0.0171470046043396,0.38236311078071594,0.12121730297803879,0.1519201546907425,0.04611719772219658,0.17712165415287018,0.09473679214715958,0.025460807606577873,0.0010627508163452148,0.521837055683136,2.3621532917022705
42,0,42.0,0.56766676902771,0.010920585133135319,0.01089354045689106,0.17201335728168488,0.12610778212547302,0.4559139311313629,0.01689385436475277,0.03390246629714966,0.016961947083473206,0.02694275602698326,0.0341031476855278,0.3695681691169739,0.016917472705245018,0.1261531263589859,0.010016119107604027,0.0171470046043396,0.3431885540485382,0.1266629844903946,0.14218346774578094,0.04606398567557335,0.20154349505901337,0.10842816531658173,0.030586324632167816,0.0013430067338049412,0.5470402240753174,2.3621532917022705
43,0,43.0,0.56766676902771,0.010920585133135319,0.01089354045689106,0.17201335728168488,0.12610778212547302,0.4559139311313629,0.01689385436475277,0.03390246629714966,0.016961947083473206,0.02694275602698326,0.0341031476855278,0.3695681691169739,0.016917472705245018,0.1261531263589859,0.010016119107604027,0.0171470046043396,0.30994734168052673,0.1295524686574936,0.13015945255756378,0.04488065838813782,0.22520007193088531,0.12237854301929474,0.03620434179902077,0.0016771088121458888,0.5659970045089722,2.3621532917022705
44,0,44.0,0.56766676902771,0.010920585133135319,0.01089354045689106,0.17201335728168488,0.12610778212547302,0.4559139311313629,0.01689385436475277,0.03390246629714966,0.016961947083473206,0.02694275602698326,0.0341031476855278,0.3695681691169739,0.016917472705245018,0.1261531263589859,0.010016119107604027,0.0171470046043396,0.28208857774734497,0.12999434769153595,0.11696803569793701,0.04276854917407036,0.24744005501270294,0.13641586899757385,0.042255058884620667,0.0020697067957371473,0.5794260501861572,2.3621532917022705
45,0,45.0,0.56766676902771,0.010920585133135319,0.01089354045689106,0.17201335728168488,0.12610778212547302,0.4559139311313629,0.01689385436475277,0.03390246629714966,0.016961947083473206,0.02694275602698326,0.0341031476855278,0.3695681691169739,0.016917472705245018,0.1261531263589859,0.010016119107604027,0.0171470046043396,0.25892600417137146,0.12824296951293945,0.10352475941181183,0.03996723145246506,0.2677440345287323,0.1504017561674118,0.048668473958969116,0.002524785464629531,0.5881475210189819,2.3621532917022705
46,0,46.0,0.56766676902771,0.010920585133135319,0.01089354045689106,0.17201335728168488,0.12610778212547302,0.4559139311313629,0.01689385436475277,0.03390246629714966,0.016961947083473206,0.02694275602698326,0.0341031476855278,0.3695681691169739,0.016917472705245018,0.1261531263589859,0.010016119107604027,0.0171470046043396,0.23975326120853424,0.12464115768671036,0.09050128608942032,0.03671891987323761,0.28574052453041077,0.16423065960407257,0.055368587374687195,0.0030456027016043663,0.5929704904556274,2.3621532917022705
47,0,47.0,0.56766676902771,0.010920585133135319,0.01089354045689106,0.17201335728168488,0.12610778212547302,0.4559139311313629,0.01689385436475277,0.03390246629714966,0.016961947083473206,0.02694275602698326,0.0341031476855278,0.3695681691169739,0.016917472705245018,0.1261531263589859,0.010016119107604027,0.0171470046043396,0.22391103208065033,0.11956823617219925,0.07833845168352127,0.03324178606271744,0.3012029230594635,0.17782540619373322,0.062277406454086304,0.0036346374545246363,0.5946288108825684,2.3621532917022705
48,0,48.0,0.56766676902771,0.010920585133135319,0.01089354045689106,0.17201335728168488,0.12610778212547302,0.4559139311313629,0.01689385436475277,0.03390246629714966,0.016961947083473206,0.02694275602698326,0.0341031476855278,0.3695681691169739,0.016917472705245018,0.1261531263589859,0.010016119107604027,0.0171470046043396,0.21081805229187012,0.1134016290307045,0.06728564947843552,0.029716311022639275,0.3140328526496887,0.19113358855247498,0.06931830942630768,0.004293599631637335,0.593754768371582,2.3621532917022705
49,0,49.0,0.56766676902771,0.010920585133135319,0.01089354045689106,0.17201335728168488,0.12610778212547302,0.4559139311313629,0.01689385436475277,0.03390246629714966,0.016961947083473206,0.02694275602698326,0.0341031476855278,0.3695681691169739,0.016917472705245018,0.1261531263589859,0.010016119107604027,0.0171470046043396,0.19997870922088623,0.10648970305919647,0.05744897574186325,0.02628079615533352,0.32424017786979675,0.20412060618400574,0.07641802728176117,0.005023434292525053,0.5908776521682739,2.3621532917022705
50,0,50.0,0.56766676902771,0.010920585133135319,0.01089354045689106,0.17201335728168488,0.12610778212547302,0.4559139311313629,0.01689385436475277,0.03390246629714966,0.016961947083473206,0.02694275602698326,0.0341031476855278,0.3695681691169739,0.016917472705245018,0.1261531263589859,0.010016119107604027,0.0171470046043396,0.1909799724817276,0.09913759678602219,0.04883420467376709,0.023032570257782936,0.3319156765937805,0.21676704287528992,0.08350859582424164,0.005824391730129719,0.5864286422729492,2.3621532917022705
51,0,51.0,0.56766676902771,0.010920585133135319,0.01089354045689106,0.17201335728168488,0.12610778212547302,0.4559139311313629,0.01689385436475277,0.03390246629714966,0.016961947083473206,0.02694275602698326,0.0341031476855278,0.3695681691169739,0.016917472705245018,0.1261531263589859,0.010016119107604027,0.0171470046043396,0.1834826022386551,0.09160063415765762,0.04138338938355446,0.020033536478877068,0.3372105062007904,0.22906455397605896,0.09052873402833939,0.006696062162518501,0.5807567834854126,2.3621532917022705
52,0,52.0,0.56766676902771,0.010920585133135319,0.01089354045689106,0.17201335728168488,0.12610778212547302,0.4559139311313629,0.01689385436475277,0.03390246629714966,0.016961947083473206,0.02694275602698326,0.0341031476855278,0.3695681691169739,0.016917472705245018,0.1261531263589859,0.010016119107604027,0.0171470046043396,0.17720945179462433,0.08408402651548386,0.03500194102525711,0.01731673814356327,0.3403136134147644,0.24101288616657257,0.09742403775453568,0.007637456990778446,0.5741403698921204,2.3621532917022705
53,0,53.0,0.56766676902771,0.010920585133135319,0.01089354045689106,0.17201335728168488,0.12610778212547302,0.4559139311313629,0.01689385436475277,0.03390246629714966,0.016961947083473206,0.02694275602698326,0.0341031476855278,0.3695681691169739,0.016917472705245018,0.1261531263589859,0.010016119107604027,0.0171470046043396,0.17193570733070374,0.07674529403448105,0.02957811951637268,0.014893489889800549,0.3414373993873596,0.2526160478591919,0.10414692759513855,0.008647107519209385,0.5668011903762817,2.3621532917022705
